table_name,column_name,field_class,derivation_rule,source_reference
redispatch_measures,max_power_mw,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,mean_power_mw,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,measure_end_date,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,measure_end_time,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,measure_end_ts,derived,"ENDE_DATUM + ENDE_UHRZEIT, Europe/Berlin -> UTC",redispatch contract / localisation
redispatch_measures,measure_reason,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,measure_reason_code,derived,"source code, verbatim",coded-value decode triple
redispatch_measures,measure_reason_label_de,derived,German label from the decode reference,coded-value decode triple
redispatch_measures,measure_start_date,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,measure_start_time,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,measure_start_ts,derived,"BEGINN_DATUM + BEGINN_UHRZEIT, Europe/Berlin -> UTC",redispatch contract / localisation
redispatch_measures,requesting_tso,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,requesting_tso_list,derived,ANFORDERNDER_UENB split on '&',redispatch contract / localisation
redispatch_measures,source_record_id,derived,natural key or deterministic composite,silver governance
redispatch_measures,source_system,derived,constant per source,silver governance
redispatch_measures,start_timezone,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,total_energy_mwh,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
rees46_events,_had_key_conflict,derived,a resolved same-key conflict existed,silver conflict rule
rees46_events,_silver_loaded_at,derived,current_timestamp() at write,silver governance
rees46_events,_silver_run_id,derived,the Silver run id,silver governance
rees46_events,brand,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_events,category_code,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_events,category_id,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_events,currency_unknown,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_events,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
rees46_events,event_time,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_events,event_type,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_events,price,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_events,product_id,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_events,source_record_id,derived,natural key or deterministic composite,silver governance
rees46_events,source_system,derived,constant per source,silver governance
rees46_events,user_id,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_events,user_session,source_provided,typed cast (+ rename where localised),rees46 contract
rees46_user_country_synthetic,country_synthetic,synthetic,DEFERRED -- no defensible generation rule; not built in the silver layer,localisation design
search_visibility_events,_had_key_conflict,derived,a resolved same-key conflict existed,silver conflict rule
search_visibility_events,_silver_loaded_at,derived,current_timestamp() at write,silver governance
search_visibility_events,_silver_run_id,derived,the Silver run id,silver governance
search_visibility_events,citableContent,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,click_through,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,clicks,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,country,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,device,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
search_visibility_events,impressions,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,index,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,period,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,position,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,repository_id,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_events,source_record_id,derived,natural key or deterministic composite,silver governance
search_visibility_events,source_system,derived,constant per source,silver governance
search_visibility_events,url,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_repository,_silver_loaded_at,derived,current_timestamp() at write,silver governance
search_visibility_repository,_silver_run_id,derived,the Silver run id,silver governance
search_visibility_repository,country,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_repository,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
search_visibility_repository,ir_platform,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_repository,name,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_repository,repository_id,source_provided,typed cast (+ rename where localised),search_visibility contract
search_visibility_repository,source_record_id,derived,natural key or deterministic composite,silver governance
search_visibility_repository,source_system,derived,constant per source,silver governance
smard_energy_timeseries,_silver_loaded_at,derived,current_timestamp() at write,silver governance
smard_energy_timeseries,_silver_run_id,derived,the Silver run id,silver governance
smard_energy_timeseries,aggregation_resolution,source_provided,typed cast + English business rename,smard contract / business-name mapping
smard_energy_timeseries,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
smard_energy_timeseries,market_zone,source_provided,typed cast + English business rename,smard contract / business-name mapping
smard_energy_timeseries,metric,source_provided,typed cast,smard contract / business-name mapping
smard_energy_timeseries,metric_business_name,derived,business-name mapping (metrics),smard contract / localisation
smard_energy_timeseries,metric_semantic_status,derived,"'disputed' for the PV-forecast mirror, else 'confirmed'",smard contract / localisation
smard_energy_timeseries,observation_timestamp,source_provided,typed cast + English business rename,smard contract / business-name mapping
smard_energy_timeseries,observation_ts,derived,timestamp_utc verified Europe/Berlin -> UTC,smard contract / localisation
smard_energy_timeseries,semantic_issue_ref,derived,link to the contract quality rule for a disputed metric,smard contract / localisation
smard_energy_timeseries,smard_series_id,source_provided,typed cast + English business rename,smard contract / business-name mapping
smard_energy_timeseries,source_record_id,derived,natural key or deterministic composite,silver governance
smard_energy_timeseries,source_system,derived,constant per source,silver governance
